queue,workload,threads,rep,ops_total,seconds,throughput_ops_s,pinned,enq_p50_ns,enq_p99_ns,enq_p999_ns,deq_p50_ns,deq_p99_ns,deq_p999_ns
ms-hp,pc_1p3c,4,0,200000,0.015244,13120346,0,83,333,1959,250,2625,12292
ms-hp,pc_1p3c,4,1,200000,0.013930,14357416,0,83,333,1125,250,1917,13166
ms-hp,pc_1p3c,4,2,200000,0.014730,13577502,0,83,375,1750,292,2708,13625
ms-hp,pc_1p3c,4,3,200000,0.015435,12957914,0,84,375,1458,333,2875,13208
ms-hp,pc_1p3c,4,4,200000,0.014703,13602435,0,83,333,1583,250,2333,15500
ms-hp,pc_1p3c,4,5,200000,0.015565,12849376,0,84,375,1500,292,3000,12042
ms-hp,pc_1p3c,4,6,200000,0.014582,13715500,0,83,375,1541,250,2708,13500
ms-hp,pc_1p3c,4,7,200000,0.016009,12492680,0,84,375,2000,333,2791,14708
ms-hp,pc_1p3c,4,8,200000,0.013811,14481123,0,83,291,1833,250,2125,14209
ms-hp,pc_1p3c,4,9,200000,0.014177,14106942,0,84,334,1125,250,2500,11417
ms-hp,pc_2p6c,8,0,400000,0.067394,5935235,0,333,1167,8250,667,18083,133750
ms-hp,pc_2p6c,8,1,400000,0.060775,6581618,0,250,1291,9041,583,14625,96958
ms-hp,pc_2p6c,8,2,400000,0.063211,6328000,0,209,1583,10625,500,11458,106167
ms-hp,pc_2p6c,8,3,400000,0.056756,7047718,0,291,1375,7459,583,9291,69375
ms-hp,pc_2p6c,8,4,400000,0.050168,7973243,0,209,1166,3916,500,7458,56208
ms-hp,pc_2p6c,8,5,400000,0.056701,7054523,0,291,958,3791,542,10333,105000
ms-hp,pc_2p6c,8,6,400000,0.059906,6677109,0,333,1667,8042,625,11625,86625
ms-hp,pc_2p6c,8,7,400000,0.064833,6169666,0,292,1625,7792,583,9666,128792
ms-hp,pc_2p6c,8,8,400000,0.060867,6571710,0,292,1125,6833,625,13791,125041
ms-hp,pc_2p6c,8,9,400000,0.068580,5832576,0,375,1708,9041,666,18208,136250
ms-hp,pc_4p12c,16,0,800000,0.131372,6089566,0,291,1583,12500,584,14250,230333
ms-hp,pc_4p12c,16,1,800000,0.153948,5196573,0,292,3083,17125,583,12750,141875
ms-hp,pc_4p12c,16,2,800000,0.155848,5133209,0,292,3209,15500,583,12416,113167
ms-hp,pc_4p12c,16,3,800000,0.119549,6691817,0,291,1708,12916,625,13000,80958
ms-hp,pc_4p12c,16,4,800000,0.141150,5667734,0,333,2666,13583,666,14500,246000
ms-hp,pc_4p12c,16,5,800000,0.143188,5587054,0,250,2000,15291,541,11000,197000
ms-hp,pc_4p12c,16,6,800000,0.152220,5255554,0,291,2250,28208,500,13500,340042
ms-hp,pc_4p12c,16,7,800000,0.143283,5583343,0,333,2167,23667,584,15125,918250
ms-hp,pc_4p12c,16,8,800000,0.149679,5344773,0,292,1791,17917,584,13917,756916
ms-hp,pc_4p12c,16,9,800000,0.122957,6506318,0,250,2167,23750,500,10250,265750
