queue,workload,threads,rep,ops_total,seconds,throughput_ops_s,pinned,enq_p50_ns,enq_p99_ns,enq_p999_ns,deq_p50_ns,deq_p99_ns,deq_p999_ns
mutex,pc_1p3c,4,0,200000,0.054635,3660629,0,42,13625,52542,42,41500,116917
mutex,pc_1p3c,4,1,200000,0.053857,3713566,0,42,12167,50292,42,37375,128291
mutex,pc_1p3c,4,2,200000,0.052636,3799696,0,42,12083,44166,42,35750,103291
mutex,pc_1p3c,4,3,200000,0.054405,3676141,0,42,12125,59125,42,41167,165292
mutex,pc_1p3c,4,4,200000,0.056032,3569413,0,42,12000,67875,42,40584,197750
mutex,pc_1p3c,4,5,200000,0.051607,3875443,0,42,12333,64250,42,40875,150542
mutex,pc_1p3c,4,6,200000,0.061659,3243638,0,42,15250,59083,42,46792,134875
mutex,pc_1p3c,4,7,200000,0.059938,3336758,0,42,14500,56750,42,47042,140708
mutex,pc_1p3c,4,8,200000,0.053811,3716718,0,42,12750,55833,42,40167,126375
mutex,pc_1p3c,4,9,200000,0.051678,3870116,0,42,12542,44958,42,37791,110916
mutex,pc_2p6c,8,0,400000,0.122330,3269849,0,42,30875,86917,42,82084,182709
mutex,pc_2p6c,8,1,400000,0.119940,3335008,0,42,30708,92041,42,83291,203458
mutex,pc_2p6c,8,2,400000,0.126786,3154924,0,42,31000,121125,42,88958,297000
mutex,pc_2p6c,8,3,400000,0.125070,3198213,0,42,30750,105458,42,85250,260834
mutex,pc_2p6c,8,4,400000,0.115942,3449992,0,42,28250,98708,42,78541,216625
mutex,pc_2p6c,8,5,400000,0.108340,3692083,0,42,17208,139917,42,70958,444417
mutex,pc_2p6c,8,6,400000,0.116556,3431816,0,42,29333,81583,42,78125,181208
mutex,pc_2p6c,8,7,400000,0.118815,3366577,0,42,30417,78375,42,76584,164500
mutex,pc_2p6c,8,8,400000,0.119498,3347341,0,42,30000,85333,42,79166,176583
mutex,pc_2p6c,8,9,400000,0.129605,3086297,0,42,33291,102583,42,90208,211875
mutex,pc_4p12c,16,0,800000,0.337379,2371217,0,42,85709,399750,42,226209,962250
mutex,pc_4p12c,16,1,800000,0.287124,2786254,0,42,38708,183875,42,157750,929000
mutex,pc_4p12c,16,2,800000,0.296775,2695647,0,42,55084,317375,42,180000,966459
mutex,pc_4p12c,16,3,800000,0.332936,2402864,0,42,62125,232167,42,182167,686708
mutex,pc_4p12c,16,4,800000,0.261802,3055750,0,42,78209,232958,42,208625,536458
mutex,pc_4p12c,16,5,800000,0.322147,2483341,0,42,66375,222208,42,203958,526042
mutex,pc_4p12c,16,6,800000,0.288347,2774435,0,42,32167,192125,42,151875,512000
mutex,pc_4p12c,16,7,800000,0.286369,2793594,0,42,35333,140000,42,155250,649333
mutex,pc_4p12c,16,8,800000,0.306957,2606232,0,42,56458,293917,42,169167,1123042
mutex,pc_4p12c,16,9,800000,0.247871,3227479,0,42,32792,327375,42,93958,1202667
