queue,workload,threads,rep,ops_total,seconds,throughput_ops_s,pinned,enq_p50_ns,enq_p99_ns,enq_p999_ns,deq_p50_ns,deq_p99_ns,deq_p999_ns
ms-hp,pc_1p3c,4,0,200000,0.009704,20609440,0,42,125,1250,208,1708,4875
ms-hp,pc_1p3c,4,1,200000,0.012181,16418620,0,83,459,1291,208,2292,17417
ms-hp,pc_1p3c,4,2,200000,0.016206,12340918,0,125,291,1250,292,3000,7750
ms-hp,pc_1p3c,4,3,200000,0.017294,11564676,0,125,250,1042,292,3375,7041
ms-hp,pc_1p3c,4,4,200000,0.017415,11484160,0,125,209,1250,333,3291,7083
ms-hp,pc_1p3c,4,5,200000,0.010674,18737631,0,83,166,1583,209,1875,6291
ms-hp,pc_1p3c,4,6,200000,0.016776,11922148,0,125,209,1166,292,3125,6791
ms-hp,pc_1p3c,4,7,200000,0.017092,11701723,0,125,209,959,292,3750,7334
ms-hp,pc_1p3c,4,8,200000,0.010709,18676752,0,83,125,1834,209,1916,5625
ms-hp,pc_1p3c,4,9,200000,0.017556,11392198,0,125,417,1417,333,3333,10375
ms-hp,pc_2p6c,8,0,400000,0.047422,8434941,0,333,1084,2750,667,11583,48917
ms-hp,pc_2p6c,8,1,400000,0.054732,7308300,0,334,2458,6625,709,12292,50666
ms-hp,pc_2p6c,8,2,400000,0.056342,7099526,0,417,1084,3167,667,14542,64667
ms-hp,pc_2p6c,8,3,400000,0.050697,7890091,0,334,1250,4042,708,11792,44500
ms-hp,pc_2p6c,8,4,400000,0.068269,5859171,0,500,1375,4708,709,19875,80583
ms-hp,pc_2p6c,8,5,400000,0.056299,7104911,0,375,1459,5667,750,11208,45500
ms-hp,pc_2p6c,8,6,400000,0.062078,6443558,0,334,2500,8750,667,18042,72917
ms-hp,pc_2p6c,8,7,400000,0.058128,6881380,0,375,1209,3291,708,15584,60292
ms-hp,pc_2p6c,8,8,400000,0.058883,6793151,0,292,1334,3667,667,12709,66666
ms-hp,pc_2p6c,8,9,400000,0.052938,7556045,0,250,1083,6042,625,11958,71541
ms-hp,pc_4p12c,16,0,800000,0.148424,5389974,0,417,2875,14542,667,14542,88667
ms-hp,pc_4p12c,16,1,800000,0.136896,5843833,0,334,2459,9292,750,15000,69583
ms-hp,pc_4p12c,16,2,800000,0.140651,5687827,0,417,2542,7875,709,16625,79792
ms-hp,pc_4p12c,16,3,800000,0.137525,5817133,0,375,2833,9542,709,15958,74916
ms-hp,pc_4p12c,16,4,800000,0.159383,5019356,0,333,2292,10416,709,17000,106959
ms-hp,pc_4p12c,16,5,800000,0.121712,6572878,0,375,2541,11250,708,13208,55458
ms-hp,pc_4p12c,16,6,800000,0.143334,5581356,0,333,2583,9083,709,14084,59625
ms-hp,pc_4p12c,16,7,800000,0.132393,6042633,0,333,2917,9041,708,14625,70125
ms-hp,pc_4p12c,16,8,800000,0.177892,4497120,0,375,1792,5833,750,21167,119042
ms-hp,pc_4p12c,16,9,800000,0.155340,5150003,0,375,3375,11291,709,15792,92334
